image_path,label,image_id,lat,lng,split
train\MAS\ed_0292_generic_lat4p655820_lonn74p052328_h284p5_d.jpg,MAS,ed_0292_generic_lat4p655820_lonn74p052328_h284p5_d,4.655819572268086,-74.052328216671,train
train\MAS\ed_0293_house_lat4p636569_lonn74p066680_h102p7_d.jpg,MAS,ed_0293_house_lat4p636569_lonn74p066680_h102p7_d,4.63656924952891,-74.06667983227854,train
train\MAS\ed_0296_generic_lat4p678053_lonn74p043999_h15p4_d.jpg,MAS,ed_0296_generic_lat4p678053_lonn74p043999_h15p4_d,4.678053217939378,-74.04399879729421,train
train\DUAL\ed_0294_generic_lat4p651841_lonn74p059342_h119p8_d.jpg,DUAL,ed_0294_generic_lat4p651841_lonn74p059342_h119p8_d,4.651841302990859,-74.05934187319932,train
train\PC\ed_0297_apartments_lat4p638497_lonn74p062618_h309p1_d.jpg,PC,ed_0297_apartments_lat4p638497_lonn74p062618_h309p1_d,4.638497283758161,-74.06261776162061,train
train\PC\ed_0300_generic_lat4p684251_lonn74p051514_h109p5_d.jpg,PC,ed_0300_generic_lat4p684251_lonn74p051514_h109p5_d,4.68425068973786,-74.0515139706163,train
train\PC\ed_0228_generic_lat4p678533_lonn74p043136_h288p0_d.jpg,PC,ed_0228_generic_lat4p678533_lonn74p043136_h288p0_d,4.6785325,-74.04313625,train
train\PC\ed_0229_apartments_lat4p651199_lonn74p063709_h35p6_d.jpg,PC,ed_0229_apartments_lat4p651199_lonn74p063709_h35p6_d,4.651199174570062,-74.06370890760554,train
train\DUAL\ed_0234_apartments_lat4p652036_lonn74p052009_h157p4_d.jpg,DUAL,ed_0234_apartments_lat4p652036_lonn74p052009_h157p4_d,4.65203581602572,-74.05200930397014,train
train\DUAL\ed_0301_generic_lat4p680809_lonn74p051732_h219p0_d.jpg,DUAL,ed_0301_generic_lat4p680809_lonn74p051732_h219p0_d,4.680809,-74.051732,train
train\MAS\ed_0302_detached_lat4p670427_lonn74p046996_h308p4_d.jpg,MAS,ed_0302_detached_lat4p670427_lonn74p046996_h308p4_d,4.670427,-74.046996,train
train\PC\ed_0303_generic_lat4p635273_lonn74p063289_h8p0_d.jpg,PC,ed_0303_generic_lat4p635273_lonn74p063289_h8p0_d,4.635273,-74.063289,train
train\MAS\ed_0304_house_lat4p630224_lonn74p065444_h175p2_d.jpg,MAS,ed_0304_house_lat4p630224_lonn74p065444_h175p2_d,4.630224,-74.065444,train
train\MAS\ed_0305_generic_lat4p683225_lonn74p046118_h29p5_d.jpg,MAS,ed_0305_generic_lat4p683225_lonn74p046118_h29p5_d,4.683225,-74.046118,train
train\DUAL\ed_0307_generic_lat4p665725_lonn74p056365_h134p1_d.jpg,DUAL,ed_0307_generic_lat4p665725_lonn74p056365_h134p1_d,4.665725,-74.056365,train
train\MAS\ed_0308_generic_lat4p681988_lonn74p047177_h293p3_d.jpg,MAS,ed_0308_generic_lat4p681988_lonn74p047177_h293p3_d,4.681988,-74.047177,train
train\DUAL\ed_0310_generic_lat4p670196_lonn74p059417_h297p9_d.jpg,DUAL,ed_0310_generic_lat4p670196_lonn74p059417_h297p9_d,4.670196,-74.059417,train
train\DUAL\ed_0311_retail_lat4p677462_lonn74p048180_h37p2_d.jpg,DUAL,ed_0311_retail_lat4p677462_lonn74p048180_h37p2_d,4.677462,-74.04818,train
train\DUAL\ed_0314_apartments_lat4p678753_lonn74p055367_h21p7_d.jpg,DUAL,ed_0314_apartments_lat4p678753_lonn74p055367_h21p7_d,4.678753,-74.055367,train
train\MAS\ed_0315_generic_lat4p650705_lonn74p062850_h23p9_d.jpg,MAS,ed_0315_generic_lat4p650705_lonn74p062850_h23p9_d,4.650705,-74.06285,train
train\PC\ed_0317_apartments_lat4p674072_lonn74p045355_h116p0_d.jpg,PC,ed_0317_apartments_lat4p674072_lonn74p045355_h116p0_d,4.674072,-74.045355,train
train\PC\ed_0320_generic_lat4p668062_lonn74p054093_h115p9_d.jpg,PC,ed_0320_generic_lat4p668062_lonn74p054093_h115p9_d,4.668062,-74.054093,train
train\PC\ed_0322_apartments_lat4p682103_lonn74p050629_h121p5_d.jpg,PC,ed_0322_apartments_lat4p682103_lonn74p050629_h121p5_d,4.682103,-74.050629,train
train\MAS\ed_0323_generic_lat4p632963_lonn74p065846_h172p4_d.jpg,MAS,ed_0323_generic_lat4p632963_lonn74p065846_h172p4_d,4.632963,-74.065846,train
train\PC\ed_0326_generic_lat4p685220_lonn74p051531_h275p3_d.jpg,PC,ed_0326_generic_lat4p685220_lonn74p051531_h275p3_d,4.68522,-74.051531,train
train\PC\ed_0327_generic_lat4p678773_lonn74p043331_h110p6_d.jpg,PC,ed_0327_generic_lat4p678773_lonn74p043331_h110p6_d,4.678773,-74.043331,train
train\MAS\ed_0328_generic_lat4p682078_lonn74p049528_h290p6_d.jpg,MAS,ed_0328_generic_lat4p682078_lonn74p049528_h290p6_d,4.682078,-74.049528,train
train\DUAL\ed_0329_apartments_lat4p666303_lonn74p050729_h216p4_d.jpg,DUAL,ed_0329_apartments_lat4p666303_lonn74p050729_h216p4_d,4.666303,-74.050729,train
train\PC\ed_0330_apartments_lat4p667055_lonn74p056411_h117p1_d.jpg,PC,ed_0330_apartments_lat4p667055_lonn74p056411_h117p1_d,4.667055,-74.056411,train
train\PC\ed_0331_generic_lat4p629546_lonn74p066252_h199p0_d.jpg,PC,ed_0331_generic_lat4p629546_lonn74p066252_h199p0_d,4.629546,-74.066252,train
train\PC\ed_0332_generic_lat4p673621_lonn74p052049_h212p3_d.jpg,PC,ed_0332_generic_lat4p673621_lonn74p052049_h212p3_d,4.673621,-74.052049,train
train\DUAL\ed_0333_generic_lat4p682641_lonn74p050056_h190p3_d.jpg,DUAL,ed_0333_generic_lat4p682641_lonn74p050056_h190p3_d,4.682641,-74.050056,train
train\DUAL\ed_0336_generic_lat4p660277_lonn74p049127_h53p6_d.jpg,DUAL,ed_0336_generic_lat4p660277_lonn74p049127_h53p6_d,4.660277,-74.049127,train
train\DUAL\ed_0337_generic_lat4p656291_lonn74p058911_h33p8_d.jpg,DUAL,ed_0337_generic_lat4p656291_lonn74p058911_h33p8_d,4.656291,-74.058911,train
train\PC\ed_0338_residential_lat4p630685_lonn74p064694_h291p9_d.jpg,PC,ed_0338_residential_lat4p630685_lonn74p064694_h291p9_d,4.630685,-74.064694,train
train\DUAL\ed_0340_apartments_lat4p682508_lonn74p056304_h354p0_d.jpg,DUAL,ed_0340_apartments_lat4p682508_lonn74p056304_h354p0_d,4.682508,-74.056304,train
train\DUAL\ed_0344_apartments_lat4p669318_lonn74p041802_h353p4_d.jpg,DUAL,ed_0344_apartments_lat4p669318_lonn74p041802_h353p4_d,4.669318,-74.041802,train
train\MAS\ed_0347_house_lat4p683369_lonn74p054543_h184p2_d.jpg,MAS,ed_0347_house_lat4p683369_lonn74p054543_h184p2_d,4.683369,-74.054543,train
train\PC\ed_0348_house_lat4p627563_lonn74p065670_h10p3_d.jpg,PC,ed_0348_house_lat4p627563_lonn74p065670_h10p3_d,4.627563,-74.06567,train
train\MAS\ed_0352_generic_lat4p649953_lonn74p062430_h26p7_d.jpg,MAS,ed_0352_generic_lat4p649953_lonn74p062430_h26p7_d,4.649953,-74.06243,train
train\PC\ed_0353_generic_lat4p668860_lonn74p058359_h109p8_d.jpg,PC,ed_0353_generic_lat4p668860_lonn74p058359_h109p8_d,4.66886,-74.058359,train
train\MAS\ed_0354_generic_lat4p671323_lonn74p041910_h54p1_d.jpg,MAS,ed_0354_generic_lat4p671323_lonn74p041910_h54p1_d,4.671323,-74.04191,train
train\MAS\ed_0357_generic_lat4p680854_lonn74p047173_h124p7_d.jpg,MAS,ed_0357_generic_lat4p680854_lonn74p047173_h124p7_d,4.680854,-74.047173,train
train\MAS\ed_0361_university_lat4p627559_lonn74p064128_h148p2_d.jpg,MAS,ed_0361_university_lat4p627559_lonn74p064128_h148p2_d,4.627559,-74.064128,train
train\DUAL\ed_0362_generic_lat4p667004_lonn74p056105_h314p8_d.jpg,DUAL,ed_0362_generic_lat4p667004_lonn74p056105_h314p8_d,4.667004,-74.056105,train
train\MAS\ed_0363_generic_lat4p656217_lonn74p048379_h288p2_d.jpg,MAS,ed_0363_generic_lat4p656217_lonn74p048379_h288p2_d,4.656217,-74.048379,train
train\DUAL\ed_0365_generic_lat4p656135_lonn74p052192_h188p4_d.jpg,DUAL,ed_0365_generic_lat4p656135_lonn74p052192_h188p4_d,4.656135,-74.052192,train
train\PC\ed_0367_generic_lat4p645325_lonn74p062839_h310p4_d.jpg,PC,ed_0367_generic_lat4p645325_lonn74p062839_h310p4_d,4.645325,-74.062839,train
train\MAS\ed_0368_generic_lat4p667144_lonn74p057234_h128p6_d.jpg,MAS,ed_0368_generic_lat4p667144_lonn74p057234_h128p6_d,4.667144,-74.057234,train
train\MAS\ed_0370_generic_lat4p637655_lonn74p064070_h203p5_d.jpg,MAS,ed_0370_generic_lat4p637655_lonn74p064070_h203p5_d,4.637655,-74.06407,train
train\PC\ed_0371_generic_lat4p668980_lonn74p059383_h204p7_d.jpg,PC,ed_0371_generic_lat4p668980_lonn74p059383_h204p7_d,4.66898,-74.059383,train
train\PC\ed_0374_apartments_lat4p658755_lonn74p050462_h212p8_d.jpg,PC,ed_0374_apartments_lat4p658755_lonn74p050462_h212p8_d,4.658755,-74.050462,train
train\DUAL\ed_0375_apartments_lat4p675814_lonn74p057317_h295p3_d.jpg,DUAL,ed_0375_apartments_lat4p675814_lonn74p057317_h295p3_d,4.675814,-74.057317,train
train\DUAL\ed_0376_apartments_lat4p668844_lonn74p042452_h123p1_d.jpg,DUAL,ed_0376_apartments_lat4p668844_lonn74p042452_h123p1_d,4.668844,-74.042452,train
train\PC\ed_0379_generic_lat4p629393_lonn74p067078_h275p1_d.jpg,PC,ed_0379_generic_lat4p629393_lonn74p067078_h275p1_d,4.629393,-74.067078,train
train\MAS\ed_0380_generic_lat4p662165_lonn74p059764_h307p1_d.jpg,MAS,ed_0380_generic_lat4p662165_lonn74p059764_h307p1_d,4.662165,-74.059764,train
train\MAS\ed_0384_generic_lat4p659746_lonn74p048667_h134p3_d.jpg,MAS,ed_0384_generic_lat4p659746_lonn74p048667_h134p3_d,4.659746,-74.048667,train
train\PC\ed_0385_generic_lat4p651843_lonn74p063963_h102p0_d.jpg,PC,ed_0385_generic_lat4p651843_lonn74p063963_h102p0_d,4.651843,-74.063963,train
train\DUAL\ed_0389_house_lat4p684671_lonn74p054635_h5p7_d.jpg,DUAL,ed_0389_house_lat4p684671_lonn74p054635_h5p7_d,4.684671,-74.054635,train
train\MAS\ed_0392_generic_lat4p627462_lonn74p066740_h202p1_d.jpg,MAS,ed_0392_generic_lat4p627462_lonn74p066740_h202p1_d,4.627462,-74.06674,train
train\MAS\ed_0394_generic_lat4p675946_lonn74p053532_h214p4_d.jpg,MAS,ed_0394_generic_lat4p675946_lonn74p053532_h214p4_d,4.675946,-74.053532,train
train\MAS\ed_0395_generic_lat4p682230_lonn74p048547_h302p6_d.jpg,MAS,ed_0395_generic_lat4p682230_lonn74p048547_h302p6_d,4.68223,-74.048547,train
train\MAS\ed_0398_house_lat4p633171_lonn74p063457_h245p2_d.jpg,MAS,ed_0398_house_lat4p633171_lonn74p063457_h245p2_d,4.633171,-74.063457,train
train\PC\ed_0400_retail_lat4p662892_lonn74p050522_h210p4_d.jpg,PC,ed_0400_retail_lat4p662892_lonn74p050522_h210p4_d,4.662892,-74.050522,train
train\PC\ed_0402_public_lat4p637165_lonn74p064203_h109p7_d.jpg,PC,ed_0402_public_lat4p637165_lonn74p064203_h109p7_d,4.637165,-74.064203,train
train\MAS\ed_0404_retail_lat4p668508_lonn74p053093_h219p9_d.jpg,MAS,ed_0404_retail_lat4p668508_lonn74p053093_h219p9_d,4.668508,-74.053093,train
train\DUAL\ed_0407_residential_lat4p657766_lonn74p056588_h116p6_d.jpg,DUAL,ed_0407_residential_lat4p657766_lonn74p056588_h116p6_d,4.657766,-74.056588,train
train\DUAL\ed_0408_generic_lat4p640444_lonn74p064308_h205p4_d.jpg,DUAL,ed_0408_generic_lat4p640444_lonn74p064308_h205p4_d,4.640444,-74.064308,train
train\MAS\ed_0410_house_lat4p632230_lonn74p065869_h13p6_d.jpg,MAS,ed_0410_house_lat4p632230_lonn74p065869_h13p6_d,4.63223,-74.065869,train
train\DUAL\ed_0411_retail_lat4p666531_lonn74p060120_h293p8_d.jpg,DUAL,ed_0411_retail_lat4p666531_lonn74p060120_h293p8_d,4.666531,-74.06012,train
train\MAS\ed_0412_generic_lat4p652452_lonn74p058272_h122p5_d.jpg,MAS,ed_0412_generic_lat4p652452_lonn74p058272_h122p5_d,4.652452,-74.058272,train
train\MAS\ed_0416_residential_lat4p637682_lonn74p065767_h169p6_d.jpg,MAS,ed_0416_residential_lat4p637682_lonn74p065767_h169p6_d,4.637682,-74.065767,train
train\MAS\ed_0417_apartments_lat4p669158_lonn74p044558_h295p8_d.jpg,MAS,ed_0417_apartments_lat4p669158_lonn74p044558_h295p8_d,4.669158,-74.044558,train
train\DUAL\ed_0419_apartments_lat4p639026_lonn74p060941_h302p1_d.jpg,DUAL,ed_0419_apartments_lat4p639026_lonn74p060941_h302p1_d,4.639026,-74.060941,train
train\DUAL\ed_0421_generic_lat4p681680_lonn74p050056_h109p7_d.jpg,DUAL,ed_0421_generic_lat4p681680_lonn74p050056_h109p7_d,4.68168,-74.050056,train
train\MAS\ed_0424_generic_lat4p667392_lonn74p056914_h215p1_d.jpg,MAS,ed_0424_generic_lat4p667392_lonn74p056914_h215p1_d,4.667392,-74.056914,train
train\MAS\ed_0425_apartments_lat4p673914_lonn74p045537_h128p5_d.jpg,MAS,ed_0425_apartments_lat4p673914_lonn74p045537_h128p5_d,4.673914,-74.045537,train
train\MAS\ed_0426_generic_lat4p652371_lonn74p057995_h296p9_d.jpg,MAS,ed_0426_generic_lat4p652371_lonn74p057995_h296p9_d,4.652371,-74.057995,train
train\MAS\ed_0428_generic_lat4p679992_lonn74p047058_h212p9_d.jpg,MAS,ed_0428_generic_lat4p679992_lonn74p047058_h212p9_d,4.679992,-74.047058,train
train\PC\ed_0432_generic_lat4p629034_lonn74p066470_h21p3_d.jpg,PC,ed_0432_generic_lat4p629034_lonn74p066470_h21p3_d,4.629034,-74.06647,train
train\MAS\ed_0433_generic_lat4p682251_lonn74p048359_h282p0_d.jpg,MAS,ed_0433_generic_lat4p682251_lonn74p048359_h282p0_d,4.682251,-74.048359,train
train\PC\ed_0437_generic_lat4p670621_lonn74p057219_h289p3_d.jpg,PC,ed_0437_generic_lat4p670621_lonn74p057219_h289p3_d,4.670621,-74.057219,train
train\DUAL\ed_0439_office_lat4p667494_lonn74p056239_h217p3_d.jpg,DUAL,ed_0439_office_lat4p667494_lonn74p056239_h217p3_d,4.667494,-74.056239,train
train\MAS\ed_0442_generic_lat4p681484_lonn74p049154_h122p0_d.jpg,MAS,ed_0442_generic_lat4p681484_lonn74p049154_h122p0_d,4.681484,-74.049154,train
train\PC\ed_0443_apartments_lat4p680770_lonn74p044657_h291p4_d.jpg,PC,ed_0443_apartments_lat4p680770_lonn74p044657_h291p4_d,4.68077,-74.044657,train
train\DUAL\ed_0444_apartments_lat4p679006_lonn74p056913_h200p2_d.jpg,DUAL,ed_0444_apartments_lat4p679006_lonn74p056913_h200p2_d,4.679006,-74.056913,train
train\MAS\ed_0445_generic_lat4p676777_lonn74p049769_h214p8_d.jpg,MAS,ed_0445_generic_lat4p676777_lonn74p049769_h214p8_d,4.676777,-74.049769,train
train\PC\ed_0446_retail_lat4p666935_lonn74p054597_h25p0_d.jpg,PC,ed_0446_retail_lat4p666935_lonn74p054597_h25p0_d,4.666935,-74.054597,train
train\PC\ed_0447_retail_lat4p666747_lonn74p054111_h314p6_d.jpg,PC,ed_0447_retail_lat4p666747_lonn74p054111_h314p6_d,4.666747,-74.054111,train
train\DUAL\ed_0449_generic_lat4p657314_lonn74p051764_h287p0_d.jpg,DUAL,ed_0449_generic_lat4p657314_lonn74p051764_h287p0_d,4.657314,-74.051764,train
train\PC\ed_0451_apartments_lat4p677133_lonn74p054135_h19p8_d.jpg,PC,ed_0451_apartments_lat4p677133_lonn74p054135_h19p8_d,4.677133,-74.054135,train
train\DUAL\ed_0454_residential_lat4p651024_lonn74p058234_h333p2_d.jpg,DUAL,ed_0454_residential_lat4p651024_lonn74p058234_h333p2_d,4.651024,-74.058234,train
train\MAS\ed_0457_generic_lat4p666900_lonn74p055228_h210p7_d.jpg,MAS,ed_0457_generic_lat4p666900_lonn74p055228_h210p7_d,4.6669,-74.055228,train
train\PC\ed_0458_generic_lat4p670362_lonn74p056694_h302p5_d.jpg,PC,ed_0458_generic_lat4p670362_lonn74p056694_h302p5_d,4.670362,-74.056694,train
train\DUAL\ed_0459_generic_lat4p681626_lonn74p050897_h31p3_d.jpg,DUAL,ed_0459_generic_lat4p681626_lonn74p050897_h31p3_d,4.681626,-74.050897,train
train\DUAL\ed_0463_office_lat4p665401_lonn74p059335_h299p3_d.jpg,DUAL,ed_0463_office_lat4p665401_lonn74p059335_h299p3_d,4.665401,-74.059335,train
train\DUAL\ed_0467_apartments_lat4p633550_lonn74p064842_h276p2_d.jpg,DUAL,ed_0467_apartments_lat4p633550_lonn74p064842_h276p2_d,4.63355,-74.064842,train
train\DUAL\ed_0469_generic_lat4p657792_lonn74p060075_h230p8_d.jpg,DUAL,ed_0469_generic_lat4p657792_lonn74p060075_h230p8_d,4.657792,-74.060075,train
train\MAS\ed_0470_generic_lat4p670440_lonn74p040460_h90p3_d.jpg,MAS,ed_0470_generic_lat4p670440_lonn74p040460_h90p3_d,4.67044,-74.04046,train
train\MAS\ed_0473_generic_lat4p652190_lonn74p061894_h35p7_d.jpg,MAS,ed_0473_generic_lat4p652190_lonn74p061894_h35p7_d,4.65219,-74.061894,train
train\MAS\ed_0474_generic_lat4p640413_lonn74p065227_h7p2_d.jpg,MAS,ed_0474_generic_lat4p640413_lonn74p065227_h7p2_d,4.640413,-74.065227,train
train\MAS\ed_0475_generic_lat4p681912_lonn74p047070_h284p4_d.jpg,MAS,ed_0475_generic_lat4p681912_lonn74p047070_h284p4_d,4.681912,-74.04707,train
train\PC\ed_0476_apartments_lat4p673980_lonn74p053699_h289p6_d.jpg,PC,ed_0476_apartments_lat4p673980_lonn74p053699_h289p6_d,4.67398,-74.053699,train
train\PC\ed_0481_generic_lat4p681104_lonn74p056752_h107p2_d.jpg,PC,ed_0481_generic_lat4p681104_lonn74p056752_h107p2_d,4.681104,-74.056752,train
train\MAS\ed_0483_university_lat4p629951_lonn74p064323_h14p8_d.jpg,MAS,ed_0483_university_lat4p629951_lonn74p064323_h14p8_d,4.629951,-74.064323,train
train\PC\ed_0484_generic_lat4p671336_lonn74p059209_h98p0_d.jpg,PC,ed_0484_generic_lat4p671336_lonn74p059209_h98p0_d,4.671336,-74.059209,train
train\DUAL\ed_0490_generic_lat4p676528_lonn74p041757_h220p3_d.jpg,DUAL,ed_0490_generic_lat4p676528_lonn74p041757_h220p3_d,4.676528,-74.041757,train
train\MAS\ed_0491_generic_lat4p651788_lonn74p052587_h291p9_d.jpg,MAS,ed_0491_generic_lat4p651788_lonn74p052587_h291p9_d,4.651788,-74.052587,train
train\PC\ed_0493_residential_lat4p641012_lonn74p062717_h279p4_d.jpg,PC,ed_0493_residential_lat4p641012_lonn74p062717_h279p4_d,4.641012,-74.062717,train
train\PC\ed_0495_generic_lat4p681231_lonn74p049288_h124p0_d.jpg,PC,ed_0495_generic_lat4p681231_lonn74p049288_h124p0_d,4.681231,-74.049288,train
train\DUAL\ed_0497_apartments_lat4p674870_lonn74p045038_h22p9_d.jpg,DUAL,ed_0497_apartments_lat4p674870_lonn74p045038_h22p9_d,4.67487,-74.045038,train
train\MAS\ed_0498_generic_lat4p683123_lonn74p046170_h31p3_d.jpg,MAS,ed_0498_generic_lat4p683123_lonn74p046170_h31p3_d,4.683123,-74.04617,train
train\DUAL\ed_0499_apartments_lat4p684777_lonn74p053317_h279p5_d.jpg,DUAL,ed_0499_apartments_lat4p684777_lonn74p053317_h279p5_d,4.684777,-74.053317,train
train\DUAL\ed_0500_generic_lat4p674127_lonn74p050223_h110p2_d.jpg,DUAL,ed_0500_generic_lat4p674127_lonn74p050223_h110p2_d,4.674127,-74.050223,train
train\PC\ed_0501_generic_lat4p671484_lonn74p059206_h105p4_d.jpg,PC,ed_0501_generic_lat4p671484_lonn74p059206_h105p4_d,4.671484,-74.059206,train
train\PC\ed_0502_generic_lat4p639358_lonn74p060517_h111p1_d.jpg,PC,ed_0502_generic_lat4p639358_lonn74p060517_h111p1_d,4.639358,-74.060517,train
train\DUAL\ed_0508_generic_lat4p669235_lonn74p058144_h120p3_d.jpg,DUAL,ed_0508_generic_lat4p669235_lonn74p058144_h120p3_d,4.669235,-74.058144,train
train\DUAL\ed_0513_generic_lat4p678933_lonn74p053331_h108p5_d.jpg,DUAL,ed_0513_generic_lat4p678933_lonn74p053331_h108p5_d,4.678933,-74.053331,train
train\DUAL\ed_0514_generic_lat4p662234_lonn74p058609_h129p6_d.jpg,DUAL,ed_0514_generic_lat4p662234_lonn74p058609_h129p6_d,4.662234,-74.058609,train
train\PC\ed_0515_generic_lat4p668659_lonn74p054303_h206p9_d.jpg,PC,ed_0515_generic_lat4p668659_lonn74p054303_h206p9_d,4.668659,-74.054303,train
train\DUAL\ed_0516_generic_lat4p629645_lonn74p067189_h200p6_d.jpg,DUAL,ed_0516_generic_lat4p629645_lonn74p067189_h200p6_d,4.629645,-74.067189,train
train\MAS\ed_0517_generic_lat4p632589_lonn74p064665_h89p8_d.jpg,MAS,ed_0517_generic_lat4p632589_lonn74p064665_h89p8_d,4.632589,-74.064665,train
train\DUAL\ed_0518_generic_lat4p679255_lonn74p053729_h289p5_d.jpg,DUAL,ed_0518_generic_lat4p679255_lonn74p053729_h289p5_d,4.679255,-74.053729,train
train\DUAL\ed_0519_generic_lat4p676644_lonn74p055355_h123p2_d.jpg,DUAL,ed_0519_generic_lat4p676644_lonn74p055355_h123p2_d,4.676644,-74.055355,train
train\PC\ed_0520_generic_lat4p664485_lonn74p056659_h113p7_d.jpg,PC,ed_0520_generic_lat4p664485_lonn74p056659_h113p7_d,4.664485,-74.056659,train
train\DUAL\ed_0521_generic_lat4p657537_lonn74p054173_h204p7_d.jpg,DUAL,ed_0521_generic_lat4p657537_lonn74p054173_h204p7_d,4.657537,-74.054173,train
train\PC\ed_0524_generic_lat4p629539_lonn74p066567_h179p2_d.jpg,PC,ed_0524_generic_lat4p629539_lonn74p066567_h179p2_d,4.629539,-74.066567,train
train\DUAL\ed_0526_apartments_lat4p682392_lonn74p055664_h14p6_d.jpg,DUAL,ed_0526_apartments_lat4p682392_lonn74p055664_h14p6_d,4.682392,-74.055664,train
train\DUAL\ed_0527_generic_lat4p669374_lonn74p057174_h32p7_d.jpg,DUAL,ed_0527_generic_lat4p669374_lonn74p057174_h32p7_d,4.669374,-74.057174,train
train\MAS\ed_0528_generic_lat4p650975_lonn74p059567_h47p9_d.jpg,MAS,ed_0528_generic_lat4p650975_lonn74p059567_h47p9_d,4.650975,-74.059567,train
train\PC\ed_0529_retail_lat4p666952_lonn74p054449_h32p9_d.jpg,PC,ed_0529_retail_lat4p666952_lonn74p054449_h32p9_d,4.666952,-74.054449,train
train\MAS\ed_0530_generic_lat4p681356_lonn74p047671_h202p6_d.jpg,MAS,ed_0530_generic_lat4p681356_lonn74p047671_h202p6_d,4.681356,-74.047671,train
train\MAS\ed_0531_generic_lat4p638537_lonn74p063467_h39p6_d.jpg,MAS,ed_0531_generic_lat4p638537_lonn74p063467_h39p6_d,4.638537,-74.063467,train
train\MAS\ed_0533_detached_lat4p666645_lonn74p043645_h299p5_d.jpg,MAS,ed_0533_detached_lat4p666645_lonn74p043645_h299p5_d,4.666645,-74.043645,train
train\DUAL\ed_0538_apartments_lat4p638587_lonn74p061223_h44p7_d.jpg,DUAL,ed_0538_apartments_lat4p638587_lonn74p061223_h44p7_d,4.638587,-74.061223,train
train\PC\ed_0539_generic_lat4p630550_lonn74p065089_h10p1_d.jpg,PC,ed_0539_generic_lat4p630550_lonn74p065089_h10p1_d,4.63055,-74.065089,train
train\DUAL\ed_0541_office_lat4p674732_lonn74p047977_h32p5_d.jpg,DUAL,ed_0541_office_lat4p674732_lonn74p047977_h32p5_d,4.674732,-74.047977,train
train\DUAL\ed_0542_generic_lat4p680663_lonn74p049150_h46p2_d.jpg,DUAL,ed_0542_generic_lat4p680663_lonn74p049150_h46p2_d,4.680663,-74.04915,train
train\DUAL\ed_0543_apartments_lat4p675888_lonn74p046467_h112p2_d.jpg,DUAL,ed_0543_apartments_lat4p675888_lonn74p046467_h112p2_d,4.675888,-74.046467,train
train\DUAL\ed_0544_generic_lat4p644238_lonn74p060435_h297p6_d.jpg,DUAL,ed_0544_generic_lat4p644238_lonn74p060435_h297p6_d,4.644238,-74.060435,train
train\DUAL\ed_0547_generic_lat4p667077_lonn74p055576_h127p1_d.jpg,DUAL,ed_0547_generic_lat4p667077_lonn74p055576_h127p1_d,4.667077,-74.055576,train
train\MAS\ed_0549_generic_lat4p648385_lonn74p061822_h121p2_d.jpg,MAS,ed_0549_generic_lat4p648385_lonn74p061822_h121p2_d,4.648385,-74.061822,train
train\DUAL\ed_0550_apartments_lat4p663810_lonn74p050890_h222p2_d.jpg,DUAL,ed_0550_apartments_lat4p663810_lonn74p050890_h222p2_d,4.66381,-74.05089,train
train\MAS\ed_0552_house_lat4p632903_lonn74p064364_h22p3_d.jpg,MAS,ed_0552_house_lat4p632903_lonn74p064364_h22p3_d,4.632903,-74.064364,train
train\DUAL\ed_0553_apartments_lat4p665760_lonn74p052038_h310p5_d.jpg,DUAL,ed_0553_apartments_lat4p665760_lonn74p052038_h310p5_d,4.66576,-74.052038,train
train\MAS\ed_0554_generic_lat4p681716_lonn74p044985_h305p6_d.jpg,MAS,ed_0554_generic_lat4p681716_lonn74p044985_h305p6_d,4.681716,-74.044985,train
train\MAS\ed_0555_generic_lat4p662582_lonn74p059033_h207p7_d.jpg,MAS,ed_0555_generic_lat4p662582_lonn74p059033_h207p7_d,4.662582,-74.059033,train
train\PC\ed_0557_house_lat4p639563_lonn74p063996_h213p1_d.jpg,PC,ed_0557_house_lat4p639563_lonn74p063996_h213p1_d,4.639563,-74.063996,train
train\DUAL\ed_0562_hotel_lat4p675080_lonn74p049523_h200p7_d.jpg,DUAL,ed_0562_hotel_lat4p675080_lonn74p049523_h200p7_d,4.67508,-74.049523,train
train\PC\ed_0567_office_lat4p667733_lonn74p056601_h289p0_d.jpg,PC,ed_0567_office_lat4p667733_lonn74p056601_h289p0_d,4.667733,-74.056601,train
train\MAS\ed_0568_generic_lat4p665047_lonn74p058295_h301p2_d.jpg,MAS,ed_0568_generic_lat4p665047_lonn74p058295_h301p2_d,4.665047,-74.058295,train
train\DUAL\ed_0569_apartments_lat4p671379_lonn74p046697_h24p1_d.jpg,DUAL,ed_0569_apartments_lat4p671379_lonn74p046697_h24p1_d,4.671379,-74.046697,train
train\DUAL\ed_0571_generic_lat4p671422_lonn74p056868_h294p8_d.jpg,DUAL,ed_0571_generic_lat4p671422_lonn74p056868_h294p8_d,4.671422,-74.056868,train
train\MAS\ed_0572_generic_lat4p653538_lonn74p058862_h36p6_d.jpg,MAS,ed_0572_generic_lat4p653538_lonn74p058862_h36p6_d,4.653538,-74.058862,train
train\DUAL\ed_0574_generic_lat4p685906_lonn74p054844_h274p8_d.jpg,DUAL,ed_0574_generic_lat4p685906_lonn74p054844_h274p8_d,4.685906,-74.054844,train
